num,t,area_osc,Peak.us,FT.1,FT.3,FT.5,FT.7,FT.9,Tag.Mpa,sid,fname
209,179,453.548611,24.62102559,0.000878066,0.003190978,0.00182784,0.002710785,0.001248544,36.76,25,240421-Box 4_pair 8.csv
210,350,475.2577875,24.42885178,0.000888151,0.003053008,0.002158232,0.003046545,0.001091618,42.835,25,240421-Box 4_pair 8.csv
211,664,499.3111324,24.30650372,0.000905159,0.003213147,0.002241636,0.003205404,0.001131133,44.66,25,240421-Box 4_pair 8.csv
212,25,449.3325501,27.47932625,0.000684803,0.004186466,0.001158897,0.002142716,0.000495276,21.615,26,210517-Box4_pair4.csv
213,37,543.1616129,26.40420047,0.000694846,0.004431183,0.001132797,0.003353831,0.000746946,27.855,26,210517-Box4_pair4.csv
214,61.5,604.9636908,25.56374683,0.000688572,0.004272897,0.001382282,0.003614026,0.001028381,34.705,26,210517-Box4_pair4.csv
215,103,613.7068567,25.00614242,0.000637125,0.003964745,0.001384344,0.003821413,0.001060241,38,26,210517-Box4_pair4.csv
216,172,604.1194341,24.79192205,0.000636259,0.003737203,0.0014843,0.00388658,0.00116905,39.9,26,210517-Box4_pair4.csv
217,349,611.0828598,24.50208407,0.000632555,0.003384123,0.001306694,0.004338806,0.001176494,45.58,26,210517-Box4_pair4.csv
218,672,624.521071,24.39995719,0.000664101,0.003548958,0.001689199,0.004331449,0.001252458,52.07,26,210517-Box4_pair4.csv
219,17,229.8782752,27.83070277,0.000715978,0.001856439,0.001183767,0.000901122,0.000189626,13.96,27,070321-box5 steel_9.csv
220,21,314.6345176,26.93492347,0.000767058,0.002496289,0.001366378,0.001192349,0.000251349,17.95,27,070321-box5 steel_9.csv
221,28,386.5883285,26.07802041,0.00083261,0.003025725,0.001674602,0.001451211,0.000451779,22.595,27,070321-box5 steel_9.csv
222,40,437.1852357,25.47322685,0.00086114,0.003180378,0.001962556,0.001667888,0.000665891,27.90333333,27,070321-box5 steel_9.csv
223,51,439.7976238,25.16432448,0.000877031,0.002931892,0.001947591,0.001890229,0.000635916,29.435,27,070321-box5 steel_9.csv
224,65,465.9986613,24.89348811,0.000866341,0.002849373,0.001707451,0.002376764,0.000716215,32.56,27,070321-box5 steel_9.csv
225,120,444.770214,24.49291356,0.000835525,0.002615992,0.001724291,0.002341832,0.000767654,35.985,27,070321-box5 steel_9.csv
226,168,425.1474978,24.40246852,0.000835703,0.002451021,0.001516717,0.002213647,0.000738089,37.49666667,27,070321-box5 steel_9.csv
227,258,465.5854302,24.18959129,0.000864831,0.002613647,0.001621099,0.002648987,0.000893486,40.09,27,070321-box5 steel_9.csv
228,336,457.9731629,24.12912512,0.000888115,0.002578792,0.001743694,0.0026734,0.000836116,41.90333333,27,070321-box5 steel_9.csv
229,504,479.7060495,23.98861098,0.000897315,0.002753367,0.001769689,0.003194366,0.000938264,45.825,27,070321-box5 steel_9.csv
230,25,284.5224084,26.79053468,0.000739662,0.002014188,0.00102269,0.001631036,0.000373627,21.615,28,210517-Box4_pair5.csv
231,37,353.8517469,25.88644715,0.000757269,0.002129436,0.000934642,0.002821019,0.000512804,27.855,28,210517-Box4_pair5.csv
232,61.5,385.9281779,25.11451709,0.000714058,0.002350395,0.000695968,0.003078775,0.000816818,34.705,28,210517-Box4_pair5.csv
233,103,429.460218,24.5829075,0.000678271,0.002556195,0.000810875,0.003442867,0.000873844,38,28,210517-Box4_pair5.csv
234,172,458.6993828,24.39844636,0.000681104,0.002588046,0.000822301,0.003617241,0.001099291,39.9,28,210517-Box4_pair5.csv
235,349,444.9504846,24.08238475,0.000660883,0.002284947,0.001019608,0.003462516,0.000890528,45.58,28,210517-Box4_pair5.csv
236,672,438.5598618,23.94683038,0.000667611,0.002294999,0.001054538,0.003022811,0.000952814,52.07,28,210517-Box4_pair5.csv
237,17,617.0150198,30.74480668,0.000508923,0.004771405,0.002791243,0.002063857,0.000468032,14.47,29,210321-box3_5.csv
238,22,764.2182119,29.29283917,0.000502984,0.005818319,0.002931728,0.003001338,0.000711079,18.155,29,210321-box3_5.csv
239,26,800.0348039,28.62785493,0.000486689,0.005968268,0.002684196,0.003576739,0.00081876,20.31,29,210321-box3_5.csv
240,40,868.6470295,27.5750276,0.000558629,0.005941133,0.002149998,0.004777793,0.001060562,25.4,29,210321-box3_5.csv
241,66,906.2660955,26.65469995,0.000534436,0.005574359,0.001649835,0.005949945,0.00123579,30.415,29,210321-box3_5.csv
242,120,919.9010788,26.06984799,0.000506477,0.005129606,0.001411803,0.006608826,0.001339736,34.585,29,210321-box3_5.csv
243,168,923.0006139,25.8025443,0.00049856,0.004915193,0.001465692,0.006944271,0.00140209,35.945,29,210321-box3_5.csv
244,255,936.9992395,25.55955123,0.000466533,0.004102058,0.001402069,0.00752408,0.001523786,37.575,29,210321-box3_5.csv
245,336,921.2824812,25.46673723,0.000464063,0.003633601,0.001435349,0.007733202,0.001678909,38.775,29,210321-box3_5.csv
246,504,907.676297,25.31075435,0.000489129,0.003506866,0.001458298,0.00782989,0.001828185,41.01,29,210321-box3_5.csv
247,21,406.9550691,30.1255965,0.000426945,0.002869577,0.002605449,0.001141692,0.000328447,17.95,30,070321-box2_4.csv
248,28,498.1960767,28.73009946,0.000389786,0.003065859,0.003148733,0.001846411,0.000589005,22.595,30,070321-box2_4.csv
249,40,561.6045052,27.75654903,0.00040014,0.003275524,0.00328468,0.002430183,0.000868028,27.90333333,30,070321-box2_4.csv
250,51,589.4671685,27.27100011,0.000395044,0.003485018,0.003312049,0.002781506,0.001008706,29.435,30,070321-box2_4.csv
251,65,591.1527205,26.84435026,0.000402733,0.003141078,0.00324902,0.002980634,0.001089699,32.56,30,070321-box2_4.csv
252,120,610.3878145,26.20845166,0.000370356,0.003001643,0.003292482,0.003515047,0.001395492,35.985,30,070321-box2_4.csv
253,168,628.0984591,26.01965601,0.00037884,0.002887818,0.00315094,0.003825622,0.001441927,37.49666667,30,070321-box2_4.csv
254,258,659.2237686,25.83119494,0.000381977,0.003171201,0.003233519,0.004178554,0.001508205,40.09,30,070321-box2_4.csv
255,336,717.0840595,25.71842192,0.000391227,0.003354667,0.003119355,0.004543913,0.001940213,41.90333333,30,070321-box2_4.csv
256,504,733.2599624,25.58220564,0.000391562,0.003827871,0.003181959,0.004807598,0.001674592,45.825,30,070321-box2_4.csv
257,21,361.286503,26.94635287,0.000377315,0.002741244,0.002489137,0.001218838,0.00042386,17.95,31,070321-box1_2.csv
258,28,480.026035,25.92031815,0.000337942,0.003424386,0.003113126,0.001738416,0.000805976,22.595,31,070321-box1_2.csv
259,40,530.9640991,25.21741888,0.000338052,0.003631174,0.003449215,0.001643954,0.001042116,27.90333333,31,070321-box1_2.csv
260,51,554.3810159,24.81373064,0.000344592,0.003710808,0.003468603,0.001763427,0.001223192,29.435,31,070321-box1_2.csv
261,65,563.3042546,24.5753656,0.000340029,0.00330307,0.003912993,0.002085148,0.001083289,32.56,31,070321-box1_2.csv
262,120,594.2483244,24.06385852,0.000351852,0.003105055,0.004088393,0.003034742,0.001139818,35.985,31,070321-box1_2.csv
263,168,605.5805231,23.93768046,0.000350652,0.003190386,0.004074558,0.003107082,0.00126506,37.49666667,31,070321-box1_2.csv
264,258,619.4141824,23.77280478,0.000371693,0.003318606,0.004222793,0.002847618,0.001524561,40.09,31,070321-box1_2.csv
265,336,623.4968392,23.70277197,0.000378553,0.003524539,0.004193547,0.003074582,0.001748006,41.90333333,31,070321-box1_2.csv
266,504,614.4685298,23.60059981,0.000403721,0.003626715,0.004159891,0.0029449,0.00175519,45.825,31,070321-box1_2.csv
267,24,348.6509704,30.80732398,0.000623252,0.00310943,0.001582173,0.000975922,0.000268935,15.045,32,070221-box2_pair 3 A.csv
268,30,385.6268312,29.6759528,0.000551724,0.003254556,0.001892687,0.001247629,0.000486272,19.89,32,070221-box2_pair 3 A.csv
269,42,422.6654997,28.75779993,0.000575677,0.003373018,0.002446224,0.001962887,0.000679626,23.93,32,070221-box2_pair 3 A.csv
270,50,435.5125157,28.41823205,0.000552002,0.003449985,0.002211081,0.002115354,0.000741042,25.755,32,070221-box2_pair 3 A.csv
271,66,471.4930504,28.00548056,0.000554588,0.003500491,0.002436981,0.002334184,0.001088999,30.09,32,070221-box2_pair 3 A.csv
272,120,498.4214435,27.34329093,0.000526253,0.00354692,0.002175682,0.002916074,0.000963117,33.965,32,070221-box2_pair 3 A.csv
273,168,507.1542241,27.22463353,0.000531961,0.003344845,0.002045546,0.0030708,0.001148568,36.31333333,32,070221-box2_pair 3 A.csv
274,240,508.4857492,27.01873416,0.000564382,0.003516346,0.002367858,0.002688433,0.001339103,38.995,32,070221-box2_pair 3 A.csv
275,336,505.7546104,26.88352509,0.000620617,0.003338856,0.00233209,0.002714704,0.001666635,41.045,32,070221-box2_pair 3 A.csv
276,552,486.4128216,26.77502613,0.000624358,0.003280085,0.00221129,0.002630613,0.0016389,39.795,32,070221-box2_pair 3 A.csv
277,21.5,359.8018389,26.8697198,0.000366036,0.003620743,0.001596068,0.001201252,0.000474682,11.78,33,020521-box 4 fulia_pair8.csv
278,34,454.7661609,25.57869392,0.000370767,0.004376377,0.002040221,0.00194442,0.001061461,22.79,33,020521-box 4 fulia_pair8.csv
279,46,465.374968,25.06570825,0.000392693,0.004417408,0.001671805,0.002277448,0.001228228,26.64,33,020521-box 4 fulia_pair8.csv
280,84,507.5672587,24.46243724,0.000395867,0.004305692,0.002129182,0.0030643,0.001527583,34.63,33,020521-box 4 fulia_pair8.csv
281,161,500.4721409,24.06537659,0.000381529,0.003975947,0.002222991,0.00315501,0.001734568,40.31,33,020521-box 4 fulia_pair8.csv
282,350,503.1595668,23.83008107,0.000368759,0.00378715,0.002307087,0.003418903,0.001736413,42.7,33,020521-box 4 fulia_pair8.csv
283,693,569.5077919,23.61919055,0.000436139,0.00449024,0.002396994,0.004219262,0.001597277,47.14,33,020521-box 4 fulia_pair8.csv
284,22,427.133939,29.79042817,0.000369876,0.004147759,0.001595485,0.001186434,0.000202214,11.615,34,240421-Box 1_pair2.csv
285,36,629.0166553,27.48195352,0.000344496,0.005316393,0.002354947,0.003027707,0.000655013,23.365,34,240421-Box 1_pair2.csv
286,60,647.4703741,26.38379335,0.000347388,0.004675606,0.002084966,0.003779505,0.000959947,29.015,34,240421-Box 1_pair2.csv
287,108,655.4060688,25.67468882,0.000348768,0.003822815,0.00214828,0.004238473,0.000967232,35.25,34,240421-Box 1_pair2.csv
288,179,642.8250448,25.43556754,0.000342334,0.003716865,0.002350854,0.004295429,0.001294416,36.76,34,240421-Box 1_pair2.csv
289,350,658.3948125,25.17725342,0.000345424,0.003719689,0.002243667,0.004568378,0.001448798,42.835,34,240421-Box 1_pair2.csv
290,664,679.6164866,25.01939085,0.000367693,0.003616648,0.002231627,0.005183467,0.001711737,44.66,34,240421-Box 1_pair2.csv
291,22,244.8684692,30.54114661,0.004808058,0.027858938,0.015921817,0.00789982,0.002432217,12.54,35,260121-box2_pair 3.csv
292,26,297.4509349,29.72157181,0.004754664,0.032146383,0.016630731,0.011380797,0.004891807,17.555,35,260121-box2_pair 3.csv
293,42,425.7918732,28.12514802,0.004201339,0.037129492,0.021797394,0.022438345,0.006596856,23.99,35,260121-box2_pair 3.csv
294,50,441.4079023,27.75877211,0.003988066,0.036305521,0.023011057,0.024604889,0.006194041,25.79,35,260121-box2_pair 3.csv
295,65,449.9405857,27.29371174,0.003804266,0.034901703,0.024356844,0.02477826,0.007187851,30.97,35,260121-box2_pair 3.csv
296,124,466.9696347,26.61843427,0.003516704,0.032541276,0.024500844,0.025179618,0.009396137,33.885,35,260121-box2_pair 3.csv
297,168,455.0648481,26.43014905,0.003541647,0.031539816,0.024401712,0.025055826,0.010243888,37.585,35,260121-box2_pair 3.csv
298,240,463.093613,26.22663167,0.003524205,0.031032258,0.024257428,0.028367574,0.010959015,38.19,35,260121-box2_pair 3.csv
299,336,465.5758811,26.10663804,0.003496782,0.02904754,0.02424409,0.030032576,0.011274392,39.275,35,260121-box2_pair 3.csv
300,504,405.9487542,26.13448857,0.003556599,0.026847325,0.021068403,0.026273174,0.008416168,41.835,35,260121-box2_pair 3.csv
301,22,265.5260325,25.98449152,0.00321012,0.027619729,0.016629753,0.008110787,0.002545701,12.54,36,260121-box1_pair 1.csv
302,26,311.2447054,25.13779194,0.002264976,0.027606841,0.023938613,0.01341401,0.004506527,17.555,36,260121-box1_pair 1.csv
303,42,376.9953631,24.01076594,0.001821226,0.025982458,0.02704967,0.027561831,0.011428427,23.99,36,260121-box1_pair 1.csv
304,50,383.6328349,23.6704942,0.001825629,0.024592749,0.027098372,0.0301159,0.013866243,25.79,36,260121-box1_pair 1.csv
305,65,413.5785843,23.39244656,0.001897803,0.023806387,0.026051768,0.033090418,0.015803014,30.97,36,260121-box1_pair 1.csv
306,124,507.2744303,22.88385281,0.002063365,0.021767886,0.028762543,0.039094956,0.015111241,33.885,36,260121-box1_pair 1.csv
307,168,529.8380519,22.78767562,0.002102164,0.021193007,0.028845892,0.041356882,0.014358159,37.585,36,260121-box1_pair 1.csv
308,336,551.7465815,22.53785829,0.002037327,0.020133116,0.028856961,0.043267527,0.01557279,39.275,36,260121-box1_pair 1.csv
309,504,552.9222552,22.38221816,0.002040812,0.02043982,0.027458382,0.043358959,0.016316375,41.835,36,260121-box1_pair 1.csv
310,17,477.5120608,37.68200452,0.00040903,0.004781044,0.003030132,0.001252085,0.000299757,14.47,37,210321-box3_6.csv
311,22,547.3509291,35.65498303,0.000405535,0.005486104,0.002692721,0.001526182,0.000771936,18.155,37,210321-box3_6.csv
312,26,568.6858344,34.67858208,0.000391329,0.005739466,0.002576405,0.001809549,0.001131775,20.31,37,210321-box3_6.csv
313,66,670.8180201,32.02458913,0.000304281,0.005755809,0.002387482,0.003701022,0.002223636,30.415,37,210321-box3_6.csv
314,120,726.3677084,31.29618008,0.000293397,0.005643511,0.002326218,0.004079843,0.002597147,34.585,37,210321-box3_6.csv
315,168,716.4534669,31.01081634,0.000309547,0.005433197,0.002363545,0.004151654,0.002647844,35.945,37,210321-box3_6.csv
316,255,709.6021337,30.71449057,0.000315315,0.005308705,0.002305909,0.004126975,0.0027995,37.575,37,210321-box3_6.csv
317,336,718.3947002,30.60118185,0.000338497,0.005357168,0.002364468,0.004116955,0.002882421,38.775,37,210321-box3_6.csv
318,36,294.0578143,27.70980017,0.000736765,0.002270478,0.001692502,0.002552966,0.000577431,23.365,38,240421-Box 3_pair5.csv
319,60,365.1318022,26.76072922,0.000769389,0.002751069,0.001364508,0.003144684,0.000916419,29.015,38,240421-Box 3_pair5.csv
320,108,407.1822811,26.09476476,0.000779648,0.00282824,0.001444562,0.003324491,0.000984457,35.25,38,240421-Box 3_pair5.csv
321,179,434.6402966,25.8649574,0.000777125,0.002579167,0.001454894,0.003533039,0.001241704,36.76,38,240421-Box 3_pair5.csv
322,350,444.4587992,25.65008325,0.000778348,0.002714189,0.001306908,0.003827186,0.001612667,42.835,38,240421-Box 3_pair5.csv
323,664,468.1336099,25.53074857,0.000822141,0.002840498,0.001504207,0.003989368,0.002009153,44.66,38,240421-Box 3_pair5.csv
324,17,228.6355148,28.12594972,0.00033823,0.001789355,0.000957835,0.000708954,0.000304977,13.96,39,070321-box3_5.csv
325,21,273.3693228,26.84230884,0.000366376,0.001960632,0.001304045,0.000947336,0.000412523,17.95,39,070321-box3_5.csv
326,28,334.0380902,25.80547854,0.000363999,0.002128803,0.001732592,0.001360448,0.000662342,22.595,39,070321-box3_5.csv
327,40,362.7300051,25.11591316,0.000356055,0.002084176,0.001934284,0.001840599,0.000908145,27.90333333,39,070321-box3_5.csv
328,51,352.1564823,24.76230041,0.000383228,0.002314075,0.001733339,0.001826987,0.000782238,29.435,39,070321-box3_5.csv
329,65,379.5547071,24.50418037,0.000417126,0.002504424,0.001987718,0.001849457,0.000839873,32.56,39,070321-box3_5.csv
330,120,449.2778294,24.07412224,0.000390278,0.002290333,0.002639357,0.002544382,0.001402004,35.985,39,070321-box3_5.csv
331,168,464.0064753,23.88189204,0.000381258,0.002362909,0.002578452,0.002740194,0.001423674,37.49666667,39,070321-box3_5.csv
332,258,470.3550553,23.75490079,0.000363162,0.001840314,0.002666351,0.003220173,0.001608704,40.09,39,070321-box3_5.csv
333,336,458.1769095,23.6924874,0.000354012,0.001707819,0.002609385,0.003238526,0.001371927,41.90333333,39,070321-box3_5.csv
334,504,490.8513675,23.54345328,0.000350556,0.001880115,0.002585324,0.00372702,0.001431775,45.825,39,070321-box3_5.csv
335,21,395.3615958,27.6777329,0.000339081,0.003162981,0.002253571,0.00099174,0.000530283,17.95,40,070321-box1_1.csv
336,28,453.9047038,26.62525018,0.000359618,0.003344881,0.00252104,0.001714104,0.000575454,22.595,40,070321-box1_1.csv
337,40,494.8722054,25.93280391,0.000379933,0.003234656,0.002599658,0.002417487,0.000726386,27.90333333,40,070321-box1_1.csv
338,51,503.4533342,25.53564969,0.0003806,0.003091483,0.00274093,0.002377498,0.000910864,29.435,40,070321-box1_1.csv
339,65,518.3638504,25.27942971,0.000389731,0.003069,0.002847866,0.002475297,0.001032294,32.56,40,070321-box1_1.csv
340,120,545.2379424,24.79237755,0.000415674,0.002449496,0.002308777,0.003356159,0.001473027,35.985,40,070321-box1_1.csv
341,168,580.3970163,24.63221993,0.000416938,0.002300163,0.002408111,0.003645637,0.001566119,37.49666667,40,070321-box1_1.csv
342,258,604.4165377,24.48928525,0.000410803,0.002719348,0.002510147,0.003458895,0.001854343,40.09,40,070321-box1_1.csv
343,336,613.9847174,24.43046463,0.000396976,0.002686697,0.002697281,0.003417048,0.001907675,41.90333333,40,070321-box1_1.csv
344,504,628.5306345,24.36739394,0.000405222,0.003156359,0.003007579,0.003103575,0.001909364,45.825,40,070321-box1_1.csv
345,21.5,308.6067113,28.10741567,0.000448112,0.003248585,0.001765591,0.001054706,0.000321988,11.78,41,020521-box 5 regular_pair10.csv
346,34,428.3593911,26.54783793,0.000486192,0.004043002,0.002325654,0.001643933,0.000696209,22.79,41,020521-box 5 regular_pair10.csv
347,46,459.2938111,25.95494846,0.000468852,0.004079506,0.002264481,0.00235333,0.000831751,26.64,41,020521-box 5 regular_pair10.csv
348,84,481.1504402,25.15010759,0.000464331,0.003540284,0.002186755,0.003072784,0.001125694,34.63,41,020521-box 5 regular_pair10.csv
349,161,513.7280306,24.62996357,0.000459707,0.003156228,0.00250723,0.004091897,0.001458665,40.31,41,020521-box 5 regular_pair10.csv
350,350,524.5706589,24.25570017,0.000485476,0.003048431,0.003063892,0.004213073,0.001507446,42.7,41,020521-box 5 regular_pair10.csv
351,693,523.7684676,24.15238607,0.000476531,0.003376404,0.002588964,0.003196046,0.001919653,47.14,41,020521-box 5 regular_pair10.csv
352,34,556.4552395,28.78960367,0.000616192,0.004398818,0.002930862,0.003107497,0.000802523,22.79,42,020521-box 1 no adas_pair 2.csv
353,46,576.2209515,27.88603437,0.000623734,0.00422357,0.00241361,0.003561854,0.001014812,26.64,42,020521-box 1 no adas_pair 2.csv
354,84,634.0583316,26.8059276,0.0006049,0.003896933,0.00222926,0.004122601,0.000942142,34.63,42,020521-box 1 no adas_pair 2.csv
355,161,650.596503,26.15013543,0.000602949,0.003635297,0.002213218,0.004481257,0.000966209,40.31,42,020521-box 1 no adas_pair 2.csv
356,350,666.8518939,25.6913372,0.000599912,0.003164715,0.002342027,0.00459886,0.001187005,42.7,42,020521-box 1 no adas_pair 2.csv
357,693,745.7604083,25.45007669,0.000658891,0.003254972,0.00274394,0.005568547,0.001403809,47.14,42,020521-box 1 no adas_pair 2.csv
358,30,531.8358584,29.80367638,0.00035234,0.005341319,0.001478275,0.001398603,0.000248765,19.89,43,070221-box3_Pair 6 C.csv
359,42,628.9964059,28.78000103,0.000435758,0.005858641,0.001606776,0.002141929,0.000443995,23.93,43,070221-box3_Pair 6 C.csv
360,50,652.9302321,28.3884752,0.000478254,0.005801748,0.001654982,0.0023643,0.000606595,25.755,43,070221-box3_Pair 6 C.csv
361,66,683.5646683,27.88354357,0.000487393,0.005797956,0.001668917,0.00256306,0.000817842,30.09,43,070221-box3_Pair 6 C.csv
362,120,753.6572408,27.18047678,0.000474272,0.006251059,0.002118288,0.003109182,0.000920041,33.965,43,070221-box3_Pair 6 C.csv
363,168,748.8465342,27.18685768,0.000498597,0.006105715,0.001986252,0.002978091,0.000945313,36.31333333,43,070221-box3_Pair 6 C.csv
364,240,833.6200502,26.8206664,0.000488587,0.006545889,0.002111746,0.003584391,0.001090258,38.995,43,070221-box3_Pair 6 C.csv
365,336,867.8041388,26.67010285,0.000520987,0.006828368,0.002146239,0.003717552,0.001081555,41.045,43,070221-box3_Pair 6 C.csv
366,552,847.7348353,26.55128689,0.000537142,0.006257625,0.002116398,0.004048887,0.001042096,39.795,43,070221-box3_Pair 6 C.csv
367,36,439.5419472,27.42205838,0.000373375,0.003915567,0.001515765,0.001906907,0.000705769,23.365,44,240421-Box 2_pair3.csv
368,60,519.9424602,26.49926677,0.000371091,0.003764571,0.00144966,0.002992338,0.00125835,29.015,44,240421-Box 2_pair3.csv
369,108,544.8789744,25.80911249,0.000391786,0.003556705,0.001473474,0.003512809,0.001326916,35.25,44,240421-Box 2_pair3.csv
370,179,578.8661144,25.53324446,0.000405965,0.003262955,0.001495298,0.00408337,0.001546793,36.76,44,240421-Box 2_pair3.csv
371,42,412.2112231,29.13282979,0.004075865,0.0523579,0.012930241,0.010915284,0.007078231,23.99,45,260121-box3_pair 6.csv
372,50,409.1655219,28.6917631,0.004071647,0.052299875,0.013062206,0.011189479,0.008595313,25.79,45,260121-box3_pair 6.csv
373,65,399.6420696,28.22596068,0.003957078,0.051602302,0.013466505,0.012508242,0.011537053,30.97,45,260121-box3_pair 6.csv
374,124,397.3703752,27.60353121,0.003911258,0.047439507,0.014524472,0.015158859,0.011670556,33.885,45,260121-box3_pair 6.csv
375,168,396.1586667,27.40667566,0.003965812,0.045141275,0.015560168,0.015517394,0.011466074,37.585,45,260121-box3_pair 6.csv
376,240,414.2464079,27.24701496,0.003845212,0.04572529,0.014275261,0.017198029,0.012424184,38.19,45,260121-box3_pair 6.csv
377,336,430.3991603,27.08865856,0.003878817,0.045826251,0.014627939,0.018112893,0.012613253,39.275,45,260121-box3_pair 6.csv
378,504,446.7798022,26.90279246,0.003851767,0.046396927,0.014393451,0.020643251,0.012779445,41.835,45,260121-box3_pair 6.csv
379,21.5,291.8858295,27.00678301,0.000448966,0.001923926,0.003453196,0.000919999,0.000203499,11.78,46,020521-box 6 regular_pair11.csv
380,34,406.8852356,32.18546022,0.000358652,0.002279582,0.004085071,0.002215195,0.00050926,22.79,46,020521-box 6 regular_pair11.csv
381,46,550.400542,31.39825721,0.000329136,0.00246419,0.005374346,0.003496856,0.000866703,26.64,46,020521-box 6 regular_pair11.csv
382,84,658.2604647,30.355097,0.000300514,0.002549012,0.005116338,0.004786846,0.001043961,34.63,46,020521-box 6 regular_pair11.csv
383,161,663.2072546,29.67196247,0.000298864,0.002590088,0.003902354,0.005320439,0.001373211,40.31,46,020521-box 6 regular_pair11.csv
384,350,686.1245247,29.18848344,0.000274049,0.002604229,0.003349653,0.005936418,0.001710981,42.7,46,020521-box 6 regular_pair11.csv
385,693,692.3801642,28.9238364,0.000271321,0.002777875,0.003166858,0.006193992,0.001750083,47.14,46,020521-box 6 regular_pair11.csv
386,25,321.8758898,27.10946157,0.000800177,0.003098823,0.001127787,0.00144707,0.000428099,21.615,47,210517-Box1_pair1.csv
387,37,392.3868552,26.1510346,0.000888579,0.003157406,0.001416952,0.002253784,0.000694813,27.855,47,210517-Box1_pair1.csv
388,61.5,446.3301419,25.36095253,0.000922581,0.003134669,0.001410322,0.003022537,0.000911857,34.705,47,210517-Box1_pair1.csv
389,103,430.4057212,24.83273662,0.000905041,0.002947964,0.001568459,0.00290847,0.001071146,38,47,210517-Box1_pair1.csv
390,172,421.1630513,24.62728085,0.000890434,0.002912672,0.00156253,0.002978033,0.0010629,39.9,47,210517-Box1_pair1.csv
391,349,429.29724,24.37575031,0.000894432,0.002895842,0.001679257,0.003375297,0.001151954,45.58,47,210517-Box1_pair1.csv
392,672,416.4201993,24.23549824,0.000903183,0.002612928,0.001599131,0.003075496,0.001231501,52.07,47,210517-Box1_pair1.csv
393,22,373.7389908,28.79098121,0.000403721,0.004043055,0.000789661,0.001203105,0.000359159,11.615,48,240421-Box 1_pair 1.csv
394,36,470.9704211,26.82405012,0.000451807,0.004407148,0.001191537,0.002567025,0.000970276,23.365,48,240421-Box 1_pair 1.csv
395,60,499.7932361,25.88792834,0.000457242,0.004146017,0.001380171,0.002798032,0.000863632,29.015,48,240421-Box 1_pair 1.csv
396,108,494.1314547,25.31003431,0.000461743,0.003865712,0.001418945,0.002724272,0.001327906,35.25,48,240421-Box 1_pair 1.csv
397,179,512.5933727,25.07985768,0.000446813,0.003704646,0.001553802,0.003065815,0.001473364,36.76,48,240421-Box 1_pair 1.csv
398,350,513.8612333,24.83421671,0.000446699,0.003490022,0.001278516,0.003610049,0.001420717,42.835,48,240421-Box 1_pair 1.csv
399,664,538.4068428,24.66545707,0.00045903,0.003522622,0.001190502,0.003855202,0.001679917,44.66,48,240421-Box 1_pair 1.csv
400,21.5,351.2950575,27.63618443,0.000452236,0.002770969,0.00220827,0.000648635,0.000335662,11.78,49,020521-box 5 regular_pair9.csv
401,34,441.621424,26.14430787,0.000487699,0.003276466,0.002942985,0.001666743,0.000881446,22.79,49,020521-box 5 regular_pair9.csv
402,46,448.8230556,25.59244847,0.000492535,0.00337688,0.002522663,0.002102458,0.001033663,26.64,49,020521-box 5 regular_pair9.csv
403,84,489.220422,24.84762791,0.000491443,0.003414744,0.002064376,0.00264425,0.001456262,34.63,49,020521-box 5 regular_pair9.csv
404,161,502.1795806,24.36089576,0.000480789,0.002960761,0.002145299,0.003253827,0.001706596,40.31,49,020521-box 5 regular_pair9.csv
405,350,551.5136056,24.11230153,0.000517256,0.002864825,0.002154771,0.003881437,0.001716929,42.7,49,020521-box 5 regular_pair9.csv
406,693,601.4478023,23.99293301,0.000584244,0.003072728,0.001792847,0.004596142,0.00223562,47.14,49,020521-box 5 regular_pair9.csv
407,25,431.8186736,27.80754217,0.000766127,0.003241349,0.001695918,0.002240315,0.000523486,21.615,50,210517-Box3_pair3.csv
408,37,584.0838091,26.76402233,0.000860299,0.003384979,0.001863191,0.004109349,0.000866373,27.855,50,210517-Box3_pair3.csv
409,61.5,729.017706,25.93495217,0.000941383,0.003457128,0.002063574,0.005663747,0.000840838,34.705,50,210517-Box3_pair3.csv
410,103,811.9151501,25.36874849,0.00092566,0.003173562,0.001941047,0.006652566,0.000883923,38,50,210517-Box3_pair3.csv
411,172,806.2150873,25.13799143,0.000884375,0.002952969,0.001858936,0.006713899,0.001066105,39.9,50,210517-Box3_pair3.csv
412,349,803.4007989,24.86930737,0.000964661,0.003065217,0.001918674,0.006399906,0.001289588,45.58,50,210517-Box3_pair3.csv
413,672,783.2671883,24.73419116,0.000918353,0.003009371,0.001697336,0.006349788,0.001834383,52.07,50,210517-Box3_pair3.csv
414,34,641.7538093,28.71191959,0.000521101,0.00373307,0.00272409,0.004400382,0.000617934,22.79,51,020521-box 2 no adas_pair 4.csv
415,46,740.5354726,27.8046452,0.000511854,0.003545478,0.002685366,0.005625107,0.000702177,26.64,51,020521-box 2 no adas_pair 4.csv
416,84,796.7130916,26.71972767,0.000514969,0.003329188,0.002774306,0.006661637,0.000992888,34.63,51,020521-box 2 no adas_pair 4.csv
417,161,784.6804123,26.07162234,0.000520961,0.003078865,0.002639225,0.006894521,0.001104879,40.31,51,020521-box 2 no adas_pair 4.csv
418,350,766.9670963,25.66087617,0.000544601,0.002904522,0.002436734,0.006627952,0.00124468,42.7,51,020521-box 2 no adas_pair 4.csv
